Player Display Name,Player First Name,Player Last Name,Player Primary Position,Session Title,Session Type,Session Day of Week,Session Week Number,Drill Title,Total Time,Total Distance,Distance Per Min,Distance Zone 4 (Absolute),Distance Zone 4 (Relative),Distance Zone 5 (Absolute),Distance Zone 5 (Relative),Distance Zone 6 (Absolute),Distance Zone 6 (Relative),High Speed Running (Absolute),High Speed Running (Relative),HSR Per Minute (Absolute),HSR Per Minute (Relative),Sprint Distance,Sprints,Entries Zone 4 (Absolute),Entries Zone 4 (Relative),Entries Zone 5 (Absolute),Entries Zone 5 (Relative),Entries Zone 6 (Absolute),Entries Zone 6 (Relative),Max Speed,Player Max Speed,Accelerations (Absolute),Accelerations (Relative),Acceleration Impulse,Accelerations Zone 4 (Absolute),Accelerations Zone 4 (Relative),Accelerations Zone 5 (Absolute),Accelerations Zone 5 (Relative),Accelerations Zone 6 (Absolute),Accelerations Zone 6 (Relative),Accelerations Total Distance Zone 4 (Absolute),Accelerations Total Distance Zone 4 (Relative),Accelerations Total Distance Zone 5 (Absolute),Accelerations Total Distance Zone 5 (Relative),Accelerations Total Distance Zone 6 (Absolute),Accelerations Total Distance Zone 6 (Relative),Accelerations Per Min (Absolute),Accelerations Per Min (Relative),Player Max Accel,Max Acceleration,Decelerations (Absolute),Decelerations (Relative),Decelerations Zone 4 (Absolute),Decelerations Zone 4 (Relative),Decelerations Zone 5 (Absolute),Decelerations Zone 5 (Relative),Decelerations Zone 6 (Absolute),Decelerations Zone 6 (Relative),Decelerations Total Distance Zone 4 (Absolute),Decelerations Total Distance Zone 4 (Relative),Decelerations Total Distance Zone 5 (Absolute),Decelerations Total Distance Zone 5 (Relative),Decelerations Total Distance Zone 6 (Absolute),Decelerations Total Distance Zone 6 (Relative),Decels Per Min (Absolute),Decelerations Per Min (Relative),Player Max Decel,Max Deceleration,Average Time Since Last Accel,Average Time Since Last Decel,HML Efforts,Dynamic Load Anterior,Dynamic Load Lateral,Dynamic Load Vertical,Mechanical Load,Total Loading,Time In Heart Rate Zone 5 (Absolute),Time In Heart Rate Zone 5 (Relative),Time In Heart Rate Zone 6 (Absolute),Time In Heart Rate Zone 6 (Relative),Average Heart Rate,Heart Rate Load,Max Heart Rate,Player Max Heart Rate,Step Balance,Fatigue Index,Drill Date,Session Date,Unnamed: 89
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-3,Tuesday,36,Team Training,80,8344,104.3,364,364,198,198,112,112,662,627,8.27,8.27,161,5,9,9,4,4,2,2,29.7,34.1,33,33,,16,16,9,9,6,6,,,,,,,0.41,0.41,5.2,3.24,33,33,16,16,10,10,6,6,,,,,,,0.42,0.42,-4.69,-3.06,15.4,19.1,33,266,233,166,666,757,8.0,8.0,2.4,2.4,153,209,189,199,50.4,6.6,9/2/2025,9/2/2025,
Dimitris Kourbelis,Dimitris,Kourbelis,Defensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,80,9274,115.9,252,252,137,137,76,76,458,458,5.72,5.72,108,3,6,6,3,3,1,1,28.5,32.2,37,37,,18,18,11,11,7,7,,,,,,,0.47,0.47,5.0,5.08,35,35,17,17,10,10,7,7,,,,,,,0.44,0.44,-4.62,-5.0,15.0,8.2,46,273,239,171,682,750,8.0,8.0,2.4,2.4,149,232,194,200,49.2,4.9,9/2/2025,9/2/2025,
Christos Zafeiris,Christos,Zafeiris,Defensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,80,8490,106.1,194,194,106,106,86,86,353,327,4.42,4.42,122,4,4,4,2,2,1,1,27.9,32.2,30,30,,15,15,9,9,6,6,,,,,,,0.39,0.39,5.01,4.18,32,32,16,16,9,9,6,6,,,,,,,0.4,0.4,-4.75,-4.16,14.7,18.7,37,276,241,172,689,792,8.0,8.0,2.4,2.4,150,212,187,192,50.9,5.8,9/2/2025,9/2/2025,
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,72,7694,106.9,174,174,95,95,66,66,316,304,4.39,4.39,94,4,4,4,2,2,1,1,28.1,32.3,23,23,,11,11,7,7,4,4,,,,,,,0.33,0.33,4.56,5.19,22,22,11,11,6,6,4,4,,,,,,,0.31,0.31,-6.15,-5.3,10.7,14.1,33,238,208,149,594,690,7.2,7.2,2.2,2.2,136,192,195,197,49.0,2.4,9/2/2025,9/2/2025,
Christos Mouzakitis,Christos,Mouzakitis,Defensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,72,8895,123.5,263,263,144,144,72,72,479,501,6.65,6.65,102,4,6,6,3,3,1,1,28.2,32.5,30,30,,15,15,9,9,6,6,,,,,,,0.42,0.42,5.11,4.67,27,27,13,13,8,8,5,5,,,,,,,0.39,0.39,-5.6,-4.33,18.0,16.4,43,278,243,174,695,750,7.2,7.2,2.2,2.2,147,222,186,200,51.8,7.7,9/2/2025,9/2/2025,
Tasos Bakasetas,Tasos,Bakasetas,Offensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,65,7191,110.6,208,208,113,113,86,86,378,381,5.81,5.81,123,4,5,5,2,2,1,1,30.0,33.7,21,21,,10,10,6,6,4,4,,,,,,,0.34,0.34,5.94,4.54,20,20,10,10,6,6,4,4,,,,,,,0.31,0.31,-5.65,-5.68,12.0,11.1,31,242,212,151,604,681,6.5,6.5,1.9,1.9,147,180,187,196,48.3,7.1,9/2/2025,9/2/2025,
Petros Mantalos,Petros,Mantalos,Offensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,65,7336,112.9,254,254,138,138,81,81,462,478,7.1,7.1,116,4,6,6,3,3,1,1,29.2,32.8,25,25,,12,12,7,7,5,5,,,,,,,0.39,0.39,5.57,5.15,26,26,13,13,7,7,5,5,,,,,,,0.4,0.4,-5.8,-5.63,9.7,8.3,31,238,208,149,595,694,6.5,6.5,1.9,1.9,152,183,191,198,48.1,4.2,9/2/2025,9/2/2025,
Giannis Konstantelias,Giannis,Konstantelias,Offensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,65,7009,107.8,258,258,141,141,93,93,469,422,7.21,7.21,133,5,6,6,3,3,1,1,29.4,32.9,22,22,,11,11,6,6,4,4,,,,,,,0.34,0.34,4.72,5.47,22,22,11,11,6,6,4,4,,,,,,,0.34,0.34,-5.47,-5.45,17.9,16.2,34,211,184,132,526,601,6.5,6.5,1.9,1.9,147,175,189,200,48.5,5.6,9/2/2025,9/2/2025,
Dimitris Pelkas,Dimitris,Pelkas,Offensive Midfielder,Team Training,MD-3,Tuesday,36,Team Training,88,10290,116.9,324,324,177,177,107,107,589,616,6.69,6.69,153,6,8,8,3,3,2,2,30.1,33.0,38,38,,19,19,11,11,7,7,,,,,,,0.43,0.43,5.24,4.49,35,35,17,17,10,10,7,7,,,,,,,0.4,0.4,-5.15,-5.51,12.2,18.0,48,316,277,198,790,867,8.8,8.8,2.6,2.6,138,257,191,199,51.7,7.3,9/2/2025,9/2/2025,
Konstantinos Karetsas,Konstantinos,Karetsas,Winger,Team Training,MD-3,Tuesday,36,Team Training,88,8725,99.2,377,377,206,206,169,169,686,693,7.79,7.79,242,8,9,9,4,4,3,3,31.1,34.8,28,28,,14,14,8,8,5,5,,,,,,,0.33,0.33,4.95,4.45,29,29,14,14,8,8,5,5,,,,,,,0.34,0.34,-5.04,-3.93,12.9,9.1,35,283,248,177,708,772,8.8,8.8,2.6,2.6,146,218,193,195,50.2,4.3,9/2/2025,9/2/2025,
Christos Tzolis,Christos,Tzolis,Winger,Team Training,MD-3,Tuesday,36,Team Training,88,10086,114.6,490,490,267,267,225,225,891,891,10.12,10.12,322,12,12,12,5,5,4,4,30.9,35.1,33,33,,16,16,10,10,6,6,,,,,,,0.39,0.39,5.73,3.22,35,35,17,17,10,10,7,7,,,,,,,0.4,0.4,-5.62,-3.71,10.6,9.5,43,319,279,200,798,888,8.8,8.8,2.6,2.6,150,252,191,200,49.4,2.3,9/2/2025,9/2/2025,
Giorgos Masouras,Giorgos,Masouras,Winger,Team Training,MD-3,Tuesday,36,Team Training,80,8134,101.7,388,388,212,212,172,172,705,689,8.82,8.82,245,9,9,9,4,4,3,3,31.2,35.3,26,26,,13,13,7,7,5,5,,,,,,,0.33,0.33,6.17,3.56,26,26,13,13,7,7,5,5,,,,,,,0.33,0.33,-6.44,-5.64,8.3,19.3,33,259,227,162,647,748,8.0,8.0,2.4,2.4,136,203,190,196,50.4,2.9,9/2/2025,9/2/2025,
Vangelis Pavlidis,Vangelis,Pavlidis,Striker,Team Training,MD-3,Tuesday,36,Team Training,65,6049,93.1,256,256,140,140,121,121,466,489,7.17,7.17,174,7,6,6,3,3,2,2,30.8,34.0,20,20,,10,10,6,6,4,4,,,,,,,0.31,0.31,4.93,5.23,20,20,10,10,6,6,4,4,,,,,,,0.31,0.31,-6.18,-3.1,12.8,10.6,27,168,147,105,421,493,6.5,6.5,1.9,1.9,140,151,194,193,49.1,7.9,9/2/2025,9/2/2025,
Fotis Ioannidis,Fotis,Ioannidis,Striker,Team Training,MD-3,Tuesday,36,Team Training,65,6908,106.3,303,303,165,165,127,127,552,550,8.49,8.49,181,6,7,7,3,3,2,2,30.6,34.6,27,27,,13,13,8,8,5,5,,,,,,,0.43,0.43,5.95,5.44,27,27,13,13,8,8,5,5,,,,,,,0.43,0.43,-5.69,-4.37,14.3,18.4,32,207,181,129,517,548,6.5,6.5,1.9,1.9,146,173,195,198,51.9,8.7,9/2/2025,9/2/2025,
Konstantinos Tzolakis,Konstantinos,Tzolakis,Goalkeeper,Team Training,MD-2,Wednesday,36,Team Training,65,2999,46.1,30,30,16,16,5,5,55,51,0.84,0.84,7,0,0,0,0,0,0,0,24.7,26.8,9,9,,4,4,2,2,1,1,,,,,,,0.15,0.15,5.82,4.85,9,9,4,4,2,2,1,1,,,,,,,0.15,0.15,-4.77,-4.9,9.8,9.7,15,90,79,56,224,258,6.5,6.5,1.9,1.9,145,75,194,193,50.4,6.9,9/3/2025,9/3/2025,
Odysseas Vlachodimos,Odysseas,Vlachodimos,Goalkeeper,Team Training,MD-2,Wednesday,36,Team Training,65,2927,45.0,29,29,16,16,6,6,52,49,0.8,0.8,8,0,0,0,0,0,0,0,23.6,27.7,10,10,,5,5,3,3,2,2,,,,,,,0.17,0.17,4.79,4.79,10,10,5,5,3,3,2,2,,,,,,,0.16,0.16,-6.0,-4.9,16.2,12.9,12,92,81,58,231,274,6.5,6.5,1.9,1.9,154,73,188,196,51.6,2.6,9/3/2025,9/3/2025,
Christos Mandas,Christos,Mandas,Goalkeeper,Team Training,MD-2,Wednesday,36,Team Training,80,3135,39.2,28,28,15,15,7,7,50,46,0.63,0.63,9,0,0,0,0,0,0,0,24.6,27.4,12,12,,6,6,3,3,2,2,,,,,,,0.15,0.15,4.55,4.36,11,11,5,5,3,3,2,2,,,,,,,0.14,0.14,-6.24,-3.25,18.4,16.7,14,91,79,57,227,267,8.0,8.0,2.4,2.4,139,78,193,196,49.5,5.8,9/3/2025,9/3/2025,
Giorgos Vagiannidis,Giorgos,Vagiannidis,Full Back,Team Training,MD-2,Wednesday,36,Team Training,88,8627,98.0,363,363,198,198,151,151,659,656,7.49,7.49,215,8,9,9,4,4,3,3,31.3,34.3,26,26,,13,13,8,8,5,5,,,,,,,0.3,0.3,5.76,3.47,27,27,13,13,8,8,5,5,,,,,,,0.32,0.32,-4.66,-5.0,19.7,15.8,40,247,216,155,618,665,8.8,8.8,2.6,2.6,147,216,187,200,51.9,2.2,9/3/2025,9/3/2025,
Kostas Tsimikas,Kostas,Tsimikas,Full Back,Team Training,MD-2,Wednesday,36,Team Training,80,6969,87.1,265,265,144,144,82,82,481,471,6.02,6.02,118,5,6,6,3,3,1,1,31.1,34.2,22,22,,11,11,6,6,4,4,,,,,,,0.28,0.28,5.45,5.43,22,22,11,11,6,6,4,4,,,,,,,0.28,0.28,-5.41,-4.7,17.9,14.3,32,233,204,146,582,670,8.0,8.0,2.4,2.4,141,174,188,198,49.8,4.4,9/3/2025,9/3/2025,
Lazaros Rota,Lazaros,Rota,Full Back,Team Training,MD-2,Wednesday,36,Team Training,65,6319,97.2,235,235,128,128,77,77,427,387,6.57,6.57,110,4,5,5,2,2,1,1,30.4,33.8,24,24,,12,12,7,7,4,4,,,,,,,0.38,0.38,6.13,4.61,24,24,12,12,7,7,4,4,,,,,,,0.38,0.38,-5.58,-3.43,17.0,14.2,27,176,154,110,440,488,6.5,6.5,1.9,1.9,138,158,196,192,48.2,8.8,9/3/2025,9/3/2025,
Ntinos Mavropanos,Ntinos,Mavropanos,Central Defender,Team Training,MD-2,Wednesday,36,Team Training,80,6676,83.4,166,166,91,91,55,55,302,286,3.77,3.77,79,3,4,4,2,2,1,1,29.0,32.1,23,23,,11,11,7,7,4,4,,,,,,,0.3,0.3,5.21,4.32,24,24,12,12,7,7,4,4,,,,,,,0.3,0.3,-5.69,-4.23,13.6,9.7,32,209,183,131,523,595,8.0,8.0,2.4,2.4,144,167,185,200,49.5,2.2,9/3/2025,9/3/2025,
Konstantinos Koulierakis,Konstantinos,Koulierakis,Central Defender,Team Training,MD-2,Wednesday,36,Team Training,72,6182,85.9,154,154,84,84,57,57,280,288,3.89,3.89,82,3,3,3,1,1,1,1,28.4,32.6,19,19,,9,9,5,5,3,3,,,,,,,0.27,0.27,5.46,5.05,19,19,9,9,5,5,3,3,,,,,,,0.27,0.27,-5.67,-4.55,17.0,10.0,27,202,177,126,505,591,7.2,7.2,2.2,2.2,151,155,190,200,49.0,2.4,9/3/2025,9/3/2025,
Pantelis Hatzidiakos,Pantelis,Hatzidiakos,Central Defender,Team Training,MD-2,Wednesday,36,Team Training,80,6938,86.7,160,160,87,87,51,51,292,302,3.64,3.64,72,2,4,4,1,1,1,1,29.3,32.5,25,25,,12,12,7,7,5,5,,,,,,,0.31,0.31,5.43,3.28,25,25,12,12,7,7,5,5,,,,,,,0.32,0.32,-6.42,-5.74,19.7,8.6,33,228,200,143,570,643,8.0,8.0,2.4,2.4,153,173,197,200,51.9,6.6,9/3/2025,9/3/2025,
Panagiotis Retsos,Panagiotis,Retsos,Central Defender,Team Training,MD-2,Wednesday,36,Team Training,65,4825,74.2,111,111,60,60,36,36,201,190,3.1,3.1,51,2,2,2,1,1,0,0,28.6,32.0,19,19,,9,9,5,5,3,3,,,,,,,0.29,0.29,4.78,4.66,19,19,9,9,5,5,3,3,,,,,,,0.3,0.3,-5.67,-3.67,13.3,15.5,24,150,131,94,374,406,6.5,6.5,1.9,1.9,142,121,186,192,49.7,5.9,9/3/2025,9/3/2025,
Giorgos Kiriakopoulos,Giorgos,Kiriakopoulos,Full Back,Team Training,MD-2,Wednesday,36,Team Training,72,6203,86.1,250,250,136,136,91,91,455,432,6.31,6.31,131,4,6,6,3,3,1,1,30.8,33.9,19,19,,9,9,5,5,3,3,,,,,,,0.27,0.27,5.77,3.5,18,18,9,9,5,5,3,3,,,,,,,0.25,0.25,-6.38,-5.42,8.0,12.6,30,203,178,127,508,569,7.2,7.2,2.2,2.2,148,155,193,194,50.0,2.8,9/3/2025,9/3/2025,
Dimitris Kourbelis,Dimitris,Kourbelis,Defensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,88,8538,97.0,237,237,129,129,67,67,431,449,4.9,4.9,96,3,5,5,2,2,1,1,29.0,31.7,27,27,,13,13,8,8,5,5,,,,,,,0.32,0.32,5.99,5.37,25,25,12,12,7,7,5,5,,,,,,,0.29,0.29,-5.69,-4.61,9.2,16.0,44,246,215,154,615,714,8.8,8.8,2.6,2.6,135,213,185,200,48.7,5.2,9/3/2025,9/3/2025,
Christos Zafeiris,Christos,Zafeiris,Defensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,72,6955,96.6,184,184,100,100,62,62,334,306,4.64,4.64,89,3,4,4,2,2,1,1,28.9,32.0,23,23,,11,11,7,7,4,4,,,,,,,0.33,0.33,5.26,3.88,22,22,11,11,6,6,4,4,,,,,,,0.31,0.31,-4.8,-4.77,17.2,16.7,26,218,191,136,544,579,7.2,7.2,2.2,2.2,151,174,190,192,49.5,3.9,9/3/2025,9/3/2025,
Manolis Siopis,Manolis,Siopis,Defensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,80,7160,89.5,203,203,111,111,58,58,368,348,4.61,4.61,83,3,5,5,2,2,1,1,28.1,32.3,21,21,,10,10,6,6,4,4,,,,,,,0.27,0.27,5.69,4.84,20,20,10,10,6,6,4,4,,,,,,,0.25,0.25,-6.02,-4.13,15.4,11.6,36,228,199,142,569,612,8.0,8.0,2.4,2.4,137,179,190,197,50.6,4.8,9/3/2025,9/3/2025,
Christos Mouzakitis,Christos,Mouzakitis,Defensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,88,8651,98.3,218,218,119,119,85,85,396,371,4.5,4.5,121,4,5,5,2,2,1,1,27.9,32.3,27,27,,13,13,8,8,5,5,,,,,,,0.32,0.32,5.23,4.54,25,25,12,12,7,7,5,5,,,,,,,0.29,0.29,-5.39,-4.05,19.8,15.6,39,243,212,152,607,665,8.8,8.8,2.6,2.6,135,216,192,195,49.2,4.9,9/3/2025,9/3/2025,
Tasos Bakasetas,Tasos,Bakasetas,Offensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,80,7620,95.2,276,276,151,151,100,100,503,479,6.28,6.28,143,6,6,6,3,3,2,2,30.1,33.2,23,23,,11,11,6,6,4,4,,,,,,,0.29,0.29,5.16,5.25,22,22,11,11,6,6,4,4,,,,,,,0.28,0.28,-5.23,-5.65,12.7,20.0,31,238,209,149,596,658,8.0,8.0,2.4,2.4,149,190,196,192,48.9,5.4,9/3/2025,9/3/2025,
Petros Mantalos,Petros,Mantalos,Offensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,72,6361,88.4,190,190,104,104,65,65,346,316,4.81,4.81,93,3,4,4,2,2,1,1,29.1,32.8,23,23,,11,11,6,6,4,4,,,,,,,0.32,0.32,6.19,4.64,23,23,11,11,6,6,4,4,,,,,,,0.32,0.32,-5.33,-3.9,17.8,18.5,32,180,157,112,450,477,7.2,7.2,2.2,2.2,141,159,186,197,48.4,2.7,9/3/2025,9/3/2025,
Giannis Konstantelias,Giannis,Konstantelias,Offensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,88,7618,86.6,227,227,124,124,80,80,413,387,4.7,4.7,114,4,5,5,2,2,1,1,30.4,33.6,30,30,,15,15,9,9,6,6,,,,,,,0.35,0.35,6.17,4.93,29,29,14,14,8,8,5,5,,,,,,,0.34,0.34,-4.76,-3.06,10.2,15.7,34,252,221,158,630,668,8.8,8.8,2.6,2.6,144,190,190,195,48.4,2.3,9/3/2025,9/3/2025,
Dimitris Pelkas,Dimitris,Pelkas,Offensive Midfielder,Team Training,MD-2,Wednesday,36,Team Training,80,7487,93.6,249,249,136,136,91,91,452,431,5.66,5.66,131,4,6,6,3,3,1,1,30.2,33.3,28,28,,14,14,8,8,5,5,,,,,,,0.36,0.36,5.86,5.01,27,27,13,13,8,8,5,5,,,,,,,0.34,0.34,-5.89,-4.02,11.7,16.9,36,226,198,141,566,648,8.0,8.0,2.4,2.4,146,187,193,194,51.4,8.1,9/3/2025,9/3/2025,
Konstantinos Karetsas,Konstantinos,Karetsas,Winger,Team Training,MD-2,Wednesday,36,Team Training,72,6369,88.5,259,259,142,142,123,123,472,442,6.55,6.55,176,6,6,6,3,3,2,2,31.3,35.6,20,20,,10,10,6,6,4,4,,,,,,,0.29,0.29,5.81,4.56,21,21,10,10,6,6,4,4,,,,,,,0.29,0.29,-4.83,-5.28,16.7,19.5,27,187,163,117,467,498,7.2,7.2,2.2,2.2,147,159,185,193,50.4,6.9,9/3/2025,9/3/2025,
Christos Tzolis,Christos,Tzolis,Winger,Team Training,MD-2,Wednesday,36,Team Training,65,5910,90.9,253,253,138,138,108,108,459,445,7.07,7.07,155,5,6,6,3,3,2,2,30.7,35.1,22,22,,11,11,6,6,4,4,,,,,,,0.35,0.35,5.66,4.54,22,22,11,11,6,6,4,4,,,,,,,0.34,0.34,-5.64,-4.0,18.4,11.5,28,178,155,111,444,490,6.5,6.5,1.9,1.9,140,148,191,195,49.9,6.2,9/3/2025,9/3/2025,
